"Age","Hours_per_day","Fav_genre","BPM","Frequency_classical","Frequency_country","Frequency_EDM","Frequency_folk","Frequency_gospel","Frequency_hip_hop","Frequency_jazz","Frequency_K_pop","Frequency_latin","Frequency_lofi","Frequency_metal","Frequency_pop","Frequency_R_and_B","Frequency_rap","Frequency_rock","Frequency_video_game_music","Anxiety","Depression","Insomnia","OCD","Music_effect","Age_Hours_Interaction","BPM_Anxiety","BPM_Depression","BPM_Insomnia","BPM_OCD","FavGenre_Musiceffects","id","Age_Group","Hours_per_day_Group","BPM_Group","Anxiety_Group","Depression_Group","Insomnia_Group","OCD_Group","Normalized_HoursPerDay","Normalized_Anxiety","Normalized_Depression","Normalized_Insomnia","Normalized_OCD"
26.0,2.0,"Hip hop",165.0,"Rarely","Rarely","Very frequently","Rarely","Rarely","Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Very frequently","Very frequently","Rarely",6.0,3.0,1.0,1.0,"Improve",52.0,990.0,495.0,165.0,165.0,"Hip hop_Improve",74,"25-34","1-3 hours","Fast","Medium","Low","No","No",0.1,0.3,0.15,0.05,0.05
21.0,3.0,"Rock",160.0,"Never","Never","Never","Very frequently","Never","Sometimes","Never","Never","Never","Sometimes","Very frequently","Rarely","Never","Rarely","Very frequently","Sometimes",8.0,9.0,2.0,0.0,"Improve",63.0,1280.0,1440.0,320.0,0.0,"Rock_Improve",77,"18-24","1-3 hours","Fast","High","High","Low","No",0.15,0.4,0.45,0.1,0.0
19.0,5.0,"R&B",118.0,"Rarely","Rarely","Sometimes","Very frequently","Rarely","Very frequently","Sometimes","Never","Never","Rarely","Rarely","Rarely","Very frequently","Very frequently","Sometimes","Rarely",6.0,7.0,5.0,4.0,"Improve",95.0,708.0,826.0,590.0,472.0,"R&B_Improve",78,"18-24","3-5 hours","Moderate","Medium","Medium","Medium","Low",0.25,0.3,0.35,0.25,0.2
37.0,4.0,"Rock",97.0,"Rarely","Sometimes","Sometimes","Sometimes","Never","Very frequently","Rarely","Never","Never","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently","Never",9.0,2.0,7.0,7.0,"Improve",148.0,873.0,194.0,679.0,679.0,"Rock_Improve",83,"35-44","3-5 hours","Moderate","High","Low","Medium","Medium",0.2,0.45,0.1,0.35,0.35
17.0,2.0,"Pop",126.0,"Never","Very frequently","Rarely","Rarely","Never","Never","Rarely","Sometimes","Very frequently","Rarely","Rarely","Very frequently","Rarely","Never","Sometimes","Sometimes",6.0,6.0,4.0,5.0,"Improve",34.0,756.0,756.0,504.0,630.0,"Pop_Improve",84,"Under 18","1-3 hours","Fast","Medium","Medium","Low","Medium",0.1,0.3,0.3,0.2,0.25
18.0,1.5,"Pop",120.0,"Never","Rarely","Rarely","Never","Never","Rarely","Very frequently","Sometimes","Rarely","Very frequently","Never","Very frequently","Sometimes","Rarely","Rarely","Very frequently",8.0,6.0,5.0,2.0,"Improve",27.0,960.0,720.0,600.0,240.0,"Pop_Improve",85,"18-24","1-3 hours","Moderate","High","Medium","Medium","Low",0.075,0.4,0.3,0.25,0.1
31.0,2.0,"Metal",92.0,"Sometimes","Rarely","Rarely","Sometimes","Never","Sometimes","Rarely","Rarely","Sometimes","Very frequently","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently",8.0,6.0,7.0,5.0,"Improve",62.0,736.0,552.0,644.0,460.0,"Metal_Improve",86,"25-34","1-3 hours","Moderate","High","Medium","Medium","Medium",0.1,0.4,0.3,0.35,0.25
18.0,3.0,"Latin",156.0,"Rarely","Never","Rarely","Never","Never","Sometimes","Never","Very frequently","Very frequently","Rarely","Never","Very frequently","Sometimes","Very frequently","Never","Sometimes",3.0,0.0,1.0,0.0,"Improve",54.0,468.0,0.0,156.0,0.0,"Latin_Improve",87,"18-24","1-3 hours","Fast","Low","No","No","No",0.15,0.15,0.0,0.05,0.0
21.0,5.0,"Folk",128.0,"Sometimes","Rarely","Never","Very frequently","Rarely","Rarely","Sometimes","Never","Rarely","Sometimes","Rarely","Very frequently","Sometimes","Rarely","Very frequently","Rarely",9.0,4.0,0.0,3.0,"Improve",105.0,1152.0,512.0,0.0,384.0,"Folk_Improve",88,"18-24","3-5 hours","Fast","High","Low","No","Low",0.25,0.45,0.2,0.0,0.15
29.0,2.0,"Folk",100.0,"Never","Sometimes","Rarely","Very frequently","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Very frequently","Rarely","Very frequently","Rarely",6.0,5.0,4.0,2.0,"Improve",58.0,600.0,500.0,400.0,200.0,"Folk_Improve",89,"25-34","1-3 hours","Moderate","Medium","Medium","Low","Low",0.1,0.3,0.25,0.2,0.1
38.0,0.5,"Rock",120.0,"Never","Never","Rarely","Sometimes","Rarely","Sometimes","Rarely","Never","Sometimes","Never","Never","Very frequently","Sometimes","Rarely","Very frequently","Never",4.0,6.0,6.0,4.0,"Improve",19.0,480.0,720.0,720.0,480.0,"Rock_Improve",90,"35-44","0-1 hours","Moderate","Low","Medium","Medium","Low",0.025,0.2,0.3,0.3,0.2
20.0,3.0,"Rock",120.0,"Sometimes","Rarely","Rarely","Very frequently","Never","Rarely","Sometimes","Never","Never","Sometimes","Sometimes","Very frequently","Rarely","Rarely","Very frequently","Sometimes",8.0,5.0,2.0,3.0,"Improve",60.0,960.0,600.0,240.0,360.0,"Rock_Improve",91,"18-24","1-3 hours","Moderate","High","Medium","Low","Low",0.15,0.4,0.25,0.1,0.15
63.0,1.5,"Rock",119.0,"Sometimes","Never","Never","Rarely","Sometimes","Rarely","Very frequently","Rarely","Sometimes","Rarely","Never","Sometimes","Sometimes","Rarely","Very frequently","Rarely",7.0,2.0,2.0,1.0,"Improve",94.5,833.0,238.0,238.0,119.0,"Rock_Improve",92,"55-64","1-3 hours","Moderate","Medium","Low","Low","No",0.075,0.35,0.1,0.1,0.05
17.0,2.0,"Rock",120.0,"Never","Rarely","Rarely","Rarely","Never","Never","Never","Rarely","Never","Sometimes","Rarely","Sometimes","Never","Rarely","Very frequently","Very frequently",7.0,3.0,1.0,5.0,"Improve",34.0,840.0,360.0,120.0,600.0,"Rock_Improve",93,"Under 18","1-3 hours","Moderate","Medium","Low","No","Medium",0.1,0.35,0.15,0.05,0.25
18.0,3.0,"Rock",118.0,"Sometimes","Never","Never","Rarely","Never","Never","Sometimes","Never","Never","Rarely","Rarely","Sometimes","Never","Never","Very frequently","Rarely",10.0,2.0,0.0,0.0,"Improve",54.0,1180.0,236.0,0.0,0.0,"Rock_Improve",97,"18-24","1-3 hours","Moderate","High","Low","No","No",0.15,0.5,0.1,0.0,0.0
21.0,2.0,"Rock",101.0,"Rarely","Sometimes","Rarely","Sometimes","Never","Very frequently","Rarely","Never","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Rarely",8.0,8.0,3.0,0.0,"Improve",42.0,808.0,808.0,303.0,0.0,"Rock_Improve",99,"18-24","1-3 hours","Moderate","High","High","Low","No",0.1,0.4,0.4,0.15,0.0
18.0,2.0,"K pop",130.0,"Rarely","Never","Sometimes","Never","Never","Never","Never","Very frequently","Never","Never","Rarely","Sometimes","Never","Never","Rarely","Never",6.0,0.0,0.0,0.0,"Improve",36.0,780.0,0.0,0.0,0.0,"K pop_Improve",100,"18-24","1-3 hours","Fast","Medium","No","No","No",0.1,0.3,0.0,0.0,0.0
17.0,1.0,"Pop",183.0,"Rarely","Never","Never","Rarely","Never","Never","Sometimes","Never","Never","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never",8.0,2.0,1.0,5.0,"Improve",17.0,1464.0,366.0,183.0,915.0,"Pop_Improve",101,"Under 18","1-3 hours","Very Fast","High","Low","No","Medium",0.05,0.4,0.1,0.05,0.25
25.0,2.5,"R&B",120.0,"Rarely","Never","Never","Rarely","Rarely","Sometimes","Rarely","Never","Very frequently","Very frequently","Rarely","Sometimes","Very frequently","Sometimes","Sometimes","Sometimes",7.0,6.0,5.0,4.0,"Improve",62.5,840.0,720.0,600.0,480.0,"R&B_Improve",102,"25-34","1-3 hours","Moderate","Medium","Medium","Medium","Low",0.125,0.35,0.3,0.25,0.2
25.0,7.0,"Pop",120.0,"Never","Sometimes","Very frequently","Rarely","Rarely","Sometimes","Never","Very frequently","Rarely","Rarely","Rarely","Very frequently","Sometimes","Sometimes","Rarely","Sometimes",2.0,0.0,1.0,0.0,"Improve",175.0,240.0,0.0,120.0,0.0,"Pop_Improve",103,"25-34","5+ hours","Moderate","Low","No","No","No",0.35,0.1,0.0,0.05,0.0
61.0,2.5,"Jazz",84.0,"Sometimes","Never","Never","Rarely","Sometimes","Never","Very frequently","Sometimes","Very frequently","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never",9.0,7.0,3.0,3.0,"Improve",152.5,756.0,588.0,252.0,252.0,"Jazz_Improve",104,"55-64","1-3 hours","Moderate","High","Medium","Low","Low",0.125,0.45,0.35,0.15,0.15
18.0,2.0,"K pop",98.0,"Very frequently","Never","Never","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Rarely","Very frequently","Never","Sometimes","Very frequently","Sometimes","Never","Rarely",7.0,2.0,3.0,5.0,"Improve",36.0,686.0,196.0,294.0,490.0,"K pop_Improve",105,"18-24","1-3 hours","Moderate","Medium","Low","Low","Medium",0.1,0.35,0.1,0.15,0.25
18.0,12.0,"K pop",126.0,"Never","Never","Never","Never","Never","Sometimes","Never","Very frequently","Sometimes","Never","Rarely","Very frequently","Sometimes","Sometimes","Rarely","Never",3.0,7.0,5.0,2.0,"Improve",216.0,378.0,882.0,630.0,252.0,"K pop_Improve",106,"18-24","5+ hours","Fast","Low","Medium","Medium","Low",0.6,0.15,0.35,0.25,0.1
23.0,7.0,"Folk",55.0,"Rarely","Very frequently","Never","Very frequently","Very frequently","Sometimes","Rarely","Never","Rarely","Never","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes",6.0,4.0,2.0,3.0,"Improve",161.0,330.0,220.0,110.0,165.0,"Folk_Improve",107,"18-24","5+ hours","Slow","Medium","Low","Low","Low",0.35,0.3,0.2,0.1,0.15
31.0,9.0,"Pop",158.0,"Rarely","Rarely","Rarely","Sometimes","Never","Never","Rarely","Rarely","Rarely","Very frequently","Sometimes","Very frequently","Never","Rarely","Sometimes","Sometimes",9.0,0.0,2.0,0.0,"Improve",279.0,1422.0,0.0,316.0,0.0,"Pop_Improve",108,"25-34","5+ hours","Fast","High","No","Low","No",0.45,0.45,0.0,0.1,0.0
16.0,2.0,"Pop",145.0,"Never","Sometimes","Rarely","Sometimes","Rarely","Rarely","Never","Rarely","Never","Sometimes","Never","Very frequently","Rarely","Rarely","Very frequently","Rarely",10.0,3.5,5.0,10.0,"Improve",32.0,1450.0,507.5,725.0,1450.0,"Pop_Improve",109,"Under 18","1-3 hours","Fast","High","Low","Medium","High",0.1,0.5,0.175,0.25,0.5
17.0,2.0,"Pop",160.0,"Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Never","Never","Rarely","Very frequently","Rarely","Sometimes","Sometimes","Never",5.0,4.0,1.0,1.0,"Improve",34.0,800.0,640.0,160.0,160.0,"Pop_Improve",110,"Under 18","1-3 hours","Fast","Medium","Low","No","No",0.1,0.25,0.2,0.05,0.05
20.0,5.0,"Rock",120.0,"Never","Rarely","Rarely","Very frequently","Never","Very frequently","Sometimes","Never","Sometimes","Sometimes","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Rarely",7.0,7.0,2.0,0.0,"Improve",100.0,840.0,840.0,240.0,0.0,"Rock_Improve",111,"18-24","3-5 hours","Moderate","Medium","Medium","Low","No",0.25,0.35,0.35,0.1,0.0
19.0,1.0,"Pop",94.0,"Rarely","Sometimes","Rarely","Rarely","Never","Sometimes","Rarely","Never","Never","Rarely","Rarely","Very frequently","Sometimes","Sometimes","Very frequently","Never",7.0,5.0,1.0,2.0,"Improve",19.0,658.0,470.0,94.0,188.0,"Pop_Improve",112,"18-24","1-3 hours","Moderate","Medium","Medium","No","Low",0.05,0.35,0.25,0.05,0.1
21.0,1.0,"Folk",120.0,"Never","Rarely","Never","Very frequently","Never","Rarely","Sometimes","Never","Never","Rarely","Rarely","Rarely","Never","Never","Sometimes","Very frequently",8.0,4.0,0.0,1.0,"Improve",21.0,960.0,480.0,0.0,120.0,"Folk_Improve",113,"18-24","1-3 hours","Moderate","High","Low","No","No",0.05,0.4,0.2,0.0,0.05
31.0,4.0,"Classical",103.0,"Very frequently","Never","Rarely","Never","Rarely","Sometimes","Rarely","Never","Sometimes","Never","Sometimes","Rarely","Never","Sometimes","Sometimes","Never",6.0,8.0,9.0,5.0,"Improve",124.0,618.0,824.0,927.0,515.0,"Classical_Improve",114,"25-34","3-5 hours","Moderate","Medium","High","High","Medium",0.2,0.3,0.4,0.45,0.25
18.0,4.0,"R&B",107.0,"Never","Never","Rarely","Never","Rarely","Very frequently","Never","Very frequently","Sometimes","Sometimes","Never","Sometimes","Very frequently","Very frequently","Never","Rarely",7.0,2.0,5.0,9.0,"Improve",72.0,749.0,214.0,535.0,963.0,"R&B_Improve",115,"18-24","3-5 hours","Moderate","Medium","Low","Medium","High",0.2,0.35,0.1,0.25,0.45
30.0,1.0,"Country",119.0,"Never","Very frequently","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Very frequently","Rarely","Sometimes","Sometimes","Rarely",8.0,10.0,2.0,0.0,"Improve",30.0,952.0,1190.0,238.0,0.0,"Country_Improve",116,"25-34","1-3 hours","Moderate","High","High","Low","No",0.05,0.4,0.5,0.1,0.0
23.0,1.0,"Video game music",85.0,"Sometimes","Sometimes","Sometimes","Rarely","Never","Rarely","Sometimes","Rarely","Rarely","Very frequently","Never","Sometimes","Very frequently","Rarely","Sometimes","Very frequently",7.0,0.0,0.0,2.0,"Improve",23.0,595.0,0.0,0.0,170.0,"Video game music_Improve",119,"18-24","1-3 hours","Moderate","Medium","No","No","Low",0.05,0.35,0.0,0.0,0.1
16.0,2.0,"Rock",112.0,"Rarely","Never","Very frequently","Rarely","Never","Never","Never","Never","Never","Rarely","Rarely","Sometimes","Rarely","Never","Very frequently","Very frequently",7.0,4.0,10.0,2.0,"Improve",32.0,784.0,448.0,1120.0,224.0,"Rock_Improve",120,"Under 18","1-3 hours","Moderate","Medium","Low","High","Low",0.1,0.35,0.2,0.5,0.1
64.0,4.0,"Rock",200.0,"Sometimes","Rarely","Sometimes","Rarely","Never","Rarely","Sometimes","Rarely","Rarely","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Rarely",4.0,4.0,2.0,1.0,"Improve",256.0,800.0,800.0,400.0,200.0,"Rock_Improve",121,"55-64","3-5 hours","Very Fast","Low","Low","Low","No",0.2,0.2,0.2,0.1,0.05
26.0,2.0,"Rock",120.0,"Very frequently","Rarely","Rarely","Very frequently","Never","Rarely","Never","Never","Never","Sometimes","Sometimes","Rarely","Never","Rarely","Very frequently","Very frequently",7.0,5.0,6.0,0.0,"Improve",52.0,840.0,600.0,720.0,0.0,"Rock_Improve",123,"25-34","1-3 hours","Moderate","Medium","Medium","Medium","No",0.1,0.35,0.25,0.3,0.0
14.0,2.0,"Rock",136.0,"Rarely","Never","Never","Sometimes","Never","Sometimes","Rarely","Never","Never","Never","Sometimes","Very frequently","Rarely","Sometimes","Very frequently","Rarely",7.0,5.0,2.0,6.0,"Improve",28.0,952.0,680.0,272.0,816.0,"Rock_Improve",124,"Under 18","1-3 hours","Fast","Medium","Medium","Low","Medium",0.1,0.35,0.25,0.1,0.3
18.0,5.0,"Jazz",86.0,"Rarely","Sometimes","Never","Never","Never","Sometimes","Very frequently","Very frequently","Rarely","Very frequently","Rarely","Very frequently","Very frequently","Very frequently","Very frequently","Never",8.0,8.0,7.0,7.0,"Improve",90.0,688.0,688.0,602.0,602.0,"Jazz_Improve",125,"18-24","3-5 hours","Moderate","High","High","Medium","Medium",0.25,0.4,0.4,0.35,0.35
17.0,2.0,"R&B",118.0,"Rarely","Rarely","Never","Never","Sometimes","Sometimes","Rarely","Very frequently","Never","Rarely","Never","Sometimes","Very frequently","Sometimes","Never","Rarely",6.0,1.0,0.0,0.0,"Improve",34.0,708.0,118.0,0.0,0.0,"R&B_Improve",126,"Under 18","1-3 hours","Moderate","Medium","No","No","No",0.1,0.3,0.05,0.0,0.0
18.0,3.0,"Video game music",66.0,"Sometimes","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Never","Sometimes",4.0,8.0,6.0,0.0,"Improve",54.0,264.0,528.0,396.0,0.0,"Video game music_Improve",128,"18-24","1-3 hours","Moderate","Low","High","Medium","No",0.15,0.2,0.4,0.3,0.0
22.0,1.0,"Video game music",120.0,"Sometimes","Sometimes","Rarely","Very frequently","Never","Never","Never","Rarely","Rarely","Never","Very frequently","Rarely","Never","Never","Very frequently","Very frequently",3.0,6.0,1.0,1.0,"Improve",22.0,360.0,720.0,120.0,120.0,"Video game music_Improve",129,"18-24","1-3 hours","Moderate","Low","Medium","No","No",0.05,0.15,0.3,0.05,0.05
35.0,4.0,"Country",90.0,"Rarely","Very frequently","Rarely","Sometimes","Rarely","Very frequently","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Never",9.0,9.0,5.0,1.0,"Improve",140.0,810.0,810.0,450.0,90.0,"Country_Improve",130,"35-44","3-5 hours","Moderate","High","High","Medium","No",0.2,0.45,0.45,0.25,0.05
20.0,4.0,"R&B",113.0,"Sometimes","Rarely","Never","Rarely","Never","Sometimes","Sometimes","Rarely","Never","Rarely","Never","Sometimes","Very frequently","Very frequently","Very frequently","Rarely",9.0,10.0,3.0,0.0,"Improve",80.0,1017.0,1130.0,339.0,0.0,"R&B_Improve",131,"18-24","3-5 hours","Moderate","High","High","Low","No",0.2,0.45,0.5,0.15,0.0
19.0,6.0,"Metal",120.0,"Never","Never","Never","Rarely","Never","Rarely","Sometimes","Rarely","Never","Sometimes","Very frequently","Sometimes","Never","Never","Sometimes","Sometimes",9.0,8.0,2.0,3.0,"Improve",114.0,1080.0,960.0,240.0,360.0,"Metal_Improve",132,"18-24","5+ hours","Moderate","High","High","Low","Low",0.3,0.45,0.4,0.1,0.15
30.0,1.0,"Rock",162.0,"Sometimes","Sometimes","Rarely","Sometimes","Never","Rarely","Never","Never","Never","Never","Sometimes","Sometimes","Never","Rarely","Very frequently","Never",8.0,5.0,8.0,9.0,"Improve",30.0,1296.0,810.0,1296.0,1458.0,"Rock_Improve",134,"25-34","1-3 hours","Fast","High","Medium","High","High",0.05,0.4,0.25,0.4,0.45
19.0,1.0,"K pop",160.0,"Never","Never","Never","Never","Never","Never","Sometimes","Very frequently","Never","Never","Never","Never","Never","Never","Never","Rarely",10.0,1.0,0.0,0.0,"Improve",19.0,1600.0,160.0,0.0,0.0,"K pop_Improve",135,"18-24","1-3 hours","Fast","High","No","No","No",0.05,0.5,0.05,0.0,0.0
26.0,4.0,"Pop",120.0,"Rarely","Very frequently","Rarely","Never","Never","Rarely","Rarely","Never","Sometimes","Never","Rarely","Very frequently","Rarely","Never","Sometimes","Never",8.0,7.0,7.0,3.0,"Improve",104.0,960.0,840.0,840.0,360.0,"Pop_Improve",137,"25-34","3-5 hours","Moderate","High","Medium","Medium","Low",0.2,0.4,0.35,0.35,0.15
21.0,1.0,"K pop",95.0,"Never","Never","Rarely","Never","Never","Very frequently","Rarely","Very frequently","Never","Sometimes","Never","Sometimes","Sometimes","Rarely","Never","Rarely",5.0,3.0,5.0,3.0,"Improve",21.0,475.0,285.0,475.0,285.0,"K pop_Improve",138,"18-24","1-3 hours","Moderate","Medium","Low","Medium","Low",0.05,0.25,0.15,0.25,0.15
31.0,2.0,"Metal",95.0,"Sometimes","Sometimes","Sometimes","Rarely","Never","Rarely","Never","Never","Never","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Very frequently","Sometimes",7.0,6.0,6.0,5.0,"Improve",62.0,665.0,570.0,570.0,475.0,"Metal_Improve",139,"25-34","1-3 hours","Moderate","Medium","Medium","Medium","Medium",0.1,0.35,0.3,0.3,0.25
17.0,4.0,"Rock",142.0,"Rarely","Rarely","Rarely","Very frequently","Never","Sometimes","Rarely","Rarely","Never","Rarely","Rarely","Very frequently","Rarely","Sometimes","Very frequently","Rarely",5.0,6.0,6.0,1.0,"Improve",68.0,710.0,852.0,852.0,142.0,"Rock_Improve",140,"Under 18","3-5 hours","Fast","Medium","Medium","Medium","No",0.2,0.25,0.3,0.3,0.05
27.0,5.0,"Folk",140.0,"Rarely","Never","Sometimes","Very frequently","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Sometimes","Very frequently","Sometimes","Never","Very frequently","Very frequently",0.0,9.0,4.0,0.0,"Improve",135.0,0.0,1260.0,560.0,0.0,"Folk_Improve",141,"25-34","3-5 hours","Fast","No","High","Low","No",0.25,0.0,0.45,0.2,0.0
21.0,5.0,"Country",85.0,"Never","Very frequently","Rarely","Sometimes","Never","Rarely","Never","Never","Never","Never","Sometimes","Sometimes","Never","Rarely","Very frequently","Never",9.0,8.0,9.0,7.0,"Improve",105.0,765.0,680.0,765.0,595.0,"Country_Improve",144,"18-24","3-5 hours","Moderate","High","High","High","Medium",0.25,0.45,0.4,0.45,0.35
19.0,6.0,"Rock",94.0,"Never","Very frequently","Never","Sometimes","Never","Never","Never","Never","Never","Never","Very frequently","Never","Never","Never","Very frequently","Never",2.0,0.0,0.0,0.0,"Improve",114.0,188.0,0.0,0.0,0.0,"Rock_Improve",145,"18-24","5+ hours","Moderate","Low","No","No","No",0.3,0.1,0.0,0.0,0.0
33.0,7.0,"Rock",134.0,"Rarely","Sometimes","Sometimes","Sometimes","Rarely","Very frequently","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently","Very frequently","Sometimes",9.0,3.0,7.0,8.0,"Improve",231.0,1206.0,402.0,938.0,1072.0,"Rock_Improve",146,"25-34","5+ hours","Fast","High","Low","Medium","High",0.35,0.45,0.15,0.35,0.4
23.0,5.0,"Metal",120.0,"Sometimes","Rarely","Never","Rarely","Never","Never","Rarely","Never","Never","Never","Very frequently","Rarely","Never","Never","Very frequently","Never",6.0,9.0,2.0,1.0,"Improve",115.0,720.0,1080.0,240.0,120.0,"Metal_Improve",147,"18-24","3-5 hours","Moderate","Medium","High","Low","No",0.25,0.3,0.45,0.1,0.05
28.0,2.0,"Rock",172.0,"Never","Rarely","Rarely","Rarely","Never","Sometimes","Never","Rarely","Never","Sometimes","Rarely","Sometimes","Very frequently","Rarely","Very frequently","Rarely",10.0,8.0,6.0,2.0,"Improve",56.0,1720.0,1376.0,1032.0,344.0,"Rock_Improve",148,"25-34","1-3 hours","Fast","High","High","Medium","Low",0.1,0.5,0.4,0.3,0.1
25.0,2.0,"EDM",128.0,"Rarely","Rarely","Very frequently","Rarely","Never","Sometimes","Sometimes","Sometimes","Never","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Very frequently","Rarely",6.0,4.0,1.0,0.0,"Improve",50.0,768.0,512.0,128.0,0.0,"EDM_Improve",149,"25-34","1-3 hours","Fast","Medium","Low","No","No",0.1,0.3,0.2,0.05,0.0
14.0,4.0,"Video game music",81.0,"Sometimes","Never","Sometimes","Rarely","Never","Rarely","Sometimes","Sometimes","Never","Very frequently","Never","Sometimes","Rarely","Rarely","Never","Very frequently",8.0,6.0,5.0,7.0,"Improve",56.0,648.0,486.0,405.0,567.0,"Video game music_Improve",150,"Under 18","3-5 hours","Moderate","High","Medium","Medium","Medium",0.2,0.4,0.3,0.25,0.35
16.0,4.0,"K pop",140.0,"Very frequently","Rarely","Rarely","Sometimes","Rarely","Very frequently","Sometimes","Very frequently","Sometimes","Very frequently","Very frequently","Very frequently","Sometimes","Rarely","Sometimes","Rarely",8.0,9.0,4.0,0.0,"Improve",64.0,1120.0,1260.0,560.0,0.0,"K pop_Improve",151,"Under 18","3-5 hours","Fast","High","High","Low","No",0.2,0.4,0.45,0.2,0.0
25.0,3.0,"Rock",180.0,"Rarely","Never","Sometimes","Sometimes","Never","Rarely","Never","Rarely","Never","Sometimes","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Sometimes",9.0,6.0,3.0,0.0,"Improve",75.0,1620.0,1080.0,540.0,0.0,"Rock_Improve",152,"25-34","1-3 hours","Fast","High","Medium","Low","No",0.15,0.45,0.3,0.15,0.0
24.0,4.0,"Metal",150.0,"Sometimes","Rarely","Never","Rarely","Rarely","Rarely","Never","Never","Never","Never","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Never",8.0,8.0,7.0,7.0,"Improve",96.0,1200.0,1200.0,1050.0,1050.0,"Metal_Improve",153,"18-24","3-5 hours","Fast","High","High","Medium","Medium",0.2,0.4,0.4,0.35,0.35
18.0,2.0,"Rock",120.0,"Never","Never","Rarely","Rarely","Never","Rarely","Never","Never","Never","Rarely","Never","Rarely","Never","Rarely","Very frequently","Never",6.0,7.0,4.0,3.0,"Improve",36.0,720.0,840.0,480.0,360.0,"Rock_Improve",154,"18-24","1-3 hours","Moderate","Medium","Medium","Low","Low",0.1,0.3,0.35,0.2,0.15
22.0,2.0,"Pop",120.0,"Rarely","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Never","Rarely","Never","Very frequently","Rarely","Rarely","Sometimes","Sometimes",7.0,7.0,8.0,3.0,"Improve",44.0,840.0,840.0,960.0,360.0,"Pop_Improve",155,"18-24","1-3 hours","Moderate","Medium","Medium","High","Low",0.1,0.35,0.35,0.4,0.15
14.0,10.0,"Video game music",95.0,"Rarely","Never","Sometimes","Never","Never","Sometimes","Rarely","Never","Never","Very frequently","Sometimes","Never","Never","Sometimes","Rarely","Very frequently",5.0,2.0,5.0,0.0,"Improve",140.0,475.0,190.0,475.0,0.0,"Video game music_Improve",156,"Under 18","5+ hours","Moderate","Medium","Low","Medium","No",0.5,0.25,0.1,0.25,0.0
29.0,5.0,"Classical",120.0,"Very frequently","Never","Never","Rarely","Never","Never","Rarely","Never","Never","Never","Rarely","Sometimes","Rarely","Never","Sometimes","Never",7.0,2.0,2.0,0.0,"Improve",145.0,840.0,240.0,240.0,0.0,"Classical_Improve",157,"25-34","3-5 hours","Moderate","Medium","Low","Low","No",0.25,0.35,0.1,0.1,0.0
19.0,3.0,"Rock",76.0,"Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Rarely","Rarely","Rarely","Rarely","Never","Very frequently","Rarely",9.0,10.0,4.0,0.0,"Improve",57.0,684.0,760.0,304.0,0.0,"Rock_Improve",158,"18-24","1-3 hours","Moderate","High","High","Low","No",0.15,0.45,0.5,0.2,0.0
44.0,3.0,"Folk",130.0,"Rarely","Rarely","Rarely","Very frequently","Rarely","Sometimes","Rarely","Never","Rarely","Sometimes","Never","Rarely","Sometimes","Sometimes","Rarely","Sometimes",9.0,9.0,8.0,2.0,"Improve",132.0,1170.0,1170.0,1040.0,260.0,"Folk_Improve",160,"35-44","1-3 hours","Fast","High","High","High","Low",0.15,0.45,0.45,0.4,0.1
22.0,6.0,"Jazz",140.0,"Sometimes","Rarely","Very frequently","Rarely","Rarely","Rarely","Very frequently","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Very frequently","Sometimes",8.0,8.0,7.0,1.0,"Improve",132.0,1120.0,1120.0,980.0,140.0,"Jazz_Improve",163,"18-24","5+ hours","Fast","High","High","Medium","No",0.3,0.4,0.4,0.35,0.05
